"","Ale_1","Ale_2","Zub_10","Beij_2_1","F15_1","Tinasu_2","Cal1_Chile","F16_2","SUI3_1","Can_3","IT5_1","Chin_1_2","Chin_2_2_HaploIV","Tinasu_1","F_21_1","Azo_3","F5_1","IT9_2","F5_2","IT_4_3","F8_1","Mar3","Aus_1","ES1_2","Kwa_3","S_Afr_1","Aus_2","Kal_2","Kal_3","ES_4_2","ES_4_3","POR_3_3","Kwa_1","Hin_3","Boy_1","Ecu_1","Mx-4","Mx-7","Mx_Va_2","Mx-6","Mx_Va_1","Mx-5","Out_1","Out_3","Per2_2_HaploV","Mx-10","Mx-8","Mx_8_2e_individu","Mx-3","Mx_Mac_2","Mx-12","Mx-13","Mx-14","Mx-11","Teo-4","Mx-17","Mx-21","Mx-20","Mx-22","Mx_23_c","Mx_Ro_1","Mx_Ro_2","Mx-2","Mx-15","Mx-16","Mx-9","Lim_1","Lim_2","PORcol4_3","Bra_1","Car_8","ES_8_1","SUI1_1","EScol7_10","EScol1_1","ES6_1","IT18_2","EScol2_2","EScol8_1","EScol8_2","EScol9_1","IT16_2","Port4_2","F20_1","Beij_1_2","F15_2"
"Mx-15",0.097542245,0.0987832217,0.0994384817,0.0994722375,0.099669901,0.0987834386,0.0997212356,0.0996166806,0.1017477199,0.0980659141,0.1001245357,0.0978435487,0.0982088044,0.1026903046,0.0975045992,0.0988839676,0.0991729307,0.1037236989,0.0979065649,0.0965648791,0.1035029678,0.0970367768,0.1365456618,0.1471429888,0.1420592265,0.145907839,0.1271767645,0.1160602865,0.1165869671,0.1162134783,0.1162943586,0.1025572147,0.1011367316,0.0973916038,0.0714755379,0.2160673992,0.2198443213,0.2343625349,0.2240873727,0.2391927423,0.2226034443,0.2136242631,1.4391991129,1.4422151661,1.4445896448,0.1333418009,0.1315684357,0.1325043964,0.1676836078,0.1956801999,0.1822398367,0.1461487778,0.1492633101,0.1323569391,0.14594315,0.1424972989,0.1409415087,0.1477472847,0.1465698173,0.1270235963,0.1072346694,0.0935490426,0.0864792024,0,0.0172748708,0.0550889051,0.1195691906,0.1197209777,0.0850011765,0.0979591176,0.1073056447,0.109964101,0.1069365945,0.111606594,0.107008233,0.1067274379,0.1033472153,0.1098735192,0.1205783861,0.1218005321,0.1092275817,0.1280740452,0.1213604381,0.1085544572,0.1015787743,0.0991069208
"Mx-16",0.0969335482,0.0981745249,0.0988297849,0.0988635407,0.0990612042,0.0981747418,0.0991125388,0.0990079838,0.1011390231,0.0974572173,0.0995158389,0.0972348519,0.0976001076,0.1020816078,0.0968959024,0.0982752708,0.0985642339,0.1031150021,0.0972978681,0.0959561823,0.102894271,0.09642808,0.135936965,0.146534292,0.1414505297,0.1452991422,0.1265680677,0.1154515897,0.1159782703,0.1156047815,0.1156856618,0.1019485179,0.1005280348,0.096782907,0.0708668411,0.2154587024,0.2192356245,0.2337538381,0.2234786759,0.2385840455,0.2219947475,0.2130155663,1.4385904161,1.4416064693,1.443980948,0.1327331041,0.1309597389,0.1318956996,0.167074911,0.1950715031,0.1816311399,0.145540081,0.1486546133,0.1317482423,0.1453344532,0.1418886021,0.1403328119,0.1471385879,0.1459611205,0.1264148995,0.1066259726,0.0929403458,0.0858705056,0.0172748708,0,0.0544802083,0.1189604938,0.1191122809,0.0843924797,0.0973504208,0.1066969479,0.1093554042,0.1063278977,0.1109978972,0.1063995362,0.1061187411,0.1027385185,0.1092648224,0.1199696893,0.1211918353,0.1086188849,0.1274653484,0.1207517413,0.1079457604,0.1009700775,0.098498224
"Mx-9",0.1062913287,0.1075323054,0.1081875654,0.1082213212,0.1084189847,0.1075325223,0.1084703193,0.1083657643,0.1104968036,0.1068149978,0.1088736194,0.1065926324,0.1069578881,0.1114393883,0.1062536829,0.1076330513,0.1079220144,0.1124727826,0.1066556486,0.1053139628,0.1122520515,0.1057858605,0.1452947455,0.1558920725,0.1508083102,0.1546569227,0.1359258482,0.1248093702,0.1253360508,0.124962562,0.1250434423,0.1113062984,0.1098858153,0.1061406875,0.0802246216,0.2248164829,0.228593405,0.2431116186,0.2328364564,0.247941826,0.231352528,0.2223733468,1.4479481966,1.4509642498,1.4533387285,0.1420908846,0.1403175194,0.1412534801,0.1764326915,0.2044292836,0.1909889204,0.1548978615,0.1580123938,0.1411060228,0.1546922337,0.1512463826,0.1496905924,0.1564963684,0.155318901,0.13577268,0.1159837531,0.1022981263,0.0952282861,0.0550889051,0.0544802083,0,0.1283182743,0.1284700614,0.0937502602,0.1067082013,0.1160547284,0.1187131847,0.1156856782,0.1203556777,0.1157573167,0.1154765216,0.112096299,0.1186226029,0.1293274698,0.1305496158,0.1179766654,0.1368231289,0.1301095218,0.1173035409,0.110327858,0.1078560045
"Lim_1",0.0847073284,0.0859483051,0.0866035651,0.0866373209,0.0868349844,0.085948522,0.086886319,0.086781764,0.0889128033,0.0852309975,0.0872896191,0.0850086321,0.0853738878,0.089855388,0.0846696826,0.086049051,0.0863380141,0.0908887823,0.0850716483,0.0837299625,0.0906680512,0.0842018602,0.1237107452,0.1343080722,0.1292243099,0.1330729224,0.1143418479,0.1032253699,0.1037520505,0.1033785617,0.103459442,0.0897222981,0.088301815,0.0845566872,0.0988222999,0.2713100682,0.2750869903,0.2896052039,0.2793300417,0.2944354113,0.2778461133,0.2688669321,1.4944417819,1.4974578351,1.4998323138,0.1885844699,0.1868111047,0.1877470654,0.2229262768,0.2509228689,0.2374825057,0.2013914468,0.2045059791,0.1875996081,0.201185819,0.1977399679,0.1961841777,0.2029899537,0.2018124863,0.1822662653,0.1624773384,0.1487917116,0.1417218714,0.1195691906,0.1189604938,0.1283182743,0,0.0088161833,0.0721662599,0.085124201,0.0944707281,0.0971291844,0.0941016779,0.0987716774,0.0941733164,0.0938925213,0.0905122987,0.0970386026,0.1077434695,0.1089656155,0.0963926651,0.1152391286,0.1085255215,0.0957195406,0.0887438577,0.0862720042
"Lim_2",0.0848591155,0.0861000922,0.0867553522,0.086789108,0.0869867715,0.0861003091,0.0870381061,0.0869335511,0.0890645904,0.0853827846,0.0874414062,0.0851604192,0.0855256749,0.0900071751,0.0848214697,0.0862008381,0.0864898012,0.0910405694,0.0852234354,0.0838817496,0.0908198383,0.0843536473,0.1238625323,0.1344598593,0.129376097,0.1332247095,0.114493635,0.103377157,0.1039038376,0.1035303488,0.1036112291,0.0898740852,0.0884536021,0.0847084743,0.098974087,0.2714618553,0.2752387774,0.289756991,0.2794818288,0.2945871984,0.2779979004,0.2690187192,1.494593569,1.4976096222,1.4999841009,0.188736257,0.1869628918,0.1878988525,0.2230780639,0.251074656,0.2376342928,0.2015432339,0.2046577662,0.1877513952,0.2013376061,0.197891755,0.1963359648,0.2031417408,0.2019642734,0.1824180524,0.1626291255,0.1489434987,0.1418736585,0.1197209777,0.1191122809,0.1284700614,0.0088161833,0,0.072318047,0.0852759881,0.0946225152,0.0972809715,0.094253465,0.0989234645,0.0943251035,0.0940443084,0.0906640858,0.0971903897,0.1078952566,0.1091174026,0.0965444522,0.1153909157,0.1086773086,0.0958713277,0.0888956448,0.0864237913
"PORcol4_3",0.0252726721,0.0265136488,0.0271689088,0.0272026646,0.0274003281,0.0265138657,0.0274516627,0.0273471077,0.029478147,0.0257963412,0.0278549628,0.0255739758,0.0259392315,0.0304207317,0.0252350263,0.0266143947,0.0269033578,0.031454126,0.025636992,0.0242953062,0.0312333949,0.0247672039,0.0642760889,0.0748734159,0.0697896536,0.0736382661,0.0549071916,0.0437907136,0.0443173942,0.0439439054,0.0440247857,0.0302876418,0.0288671587,0.0251220309,0.0642542858,0.2367420541,0.2405189762,0.2550371898,0.2447620276,0.2598673972,0.2432780992,0.234298918,1.4598737678,1.462889821,1.4652642997,0.1540164558,0.1522430906,0.1531790513,0.1883582627,0.2163548548,0.2029144916,0.1668234327,0.169937965,0.153031594,0.1666178049,0.1631719538,0.1616161636,0.1684219396,0.1672444722,0.1476982512,0.1279093243,0.1142236975,0.1071538573,0.0850011765,0.0843924797,0.0937502602,0.0721662599,0.072318047,0,0.0256895447,0.0350360718,0.0376945281,0.0346670216,0.0393370211,0.0347386601,0.034457865,0.0310776424,0.0376039463,0.0483088132,0.0495309592,0.0369580088,0.0558044723,0.0490908652,0.0362848843,0.0293092014,0.0268373479
"Bra_1",0.0305269204,0.0317678971,0.0324231571,0.0324569129,0.0326545764,0.031768114,0.032705911,0.032601356,0.0347323953,0.0310505895,0.0331092111,0.0308282241,0.0311934798,0.03567498,0.0304892746,0.031868643,0.0321576061,0.0367083743,0.0308912403,0.0295495545,0.0364876432,0.0300214522,0.0695303372,0.0801276642,0.0750439019,0.0788925144,0.0601614399,0.0490449619,0.0495716425,0.0491981537,0.049279034,0.0355418901,0.034121407,0.0303762792,0.0772122269,0.2496999952,0.2534769173,0.2679951309,0.2577199687,0.2728253383,0.2562360403,0.2472568591,1.4728317089,1.4758477621,1.4782222408,0.1669743969,0.1652010317,0.1661369924,0.2013162038,0.2293127959,0.2158724327,0.1797813738,0.1828959061,0.1659895351,0.179575746,0.1761298949,0.1745741047,0.1813798807,0.1802024133,0.1606561923,0.1408672654,0.1271816386,0.1201117984,0.0979591176,0.0973504208,0.1067082013,0.085124201,0.0852759881,0.0256895447,0,0.0319353517,0.034593808,0.0315663015,0.036236301,0.03163794,0.0313571449,0.0363318907,0.0428581946,0.0535630615,0.0547852075,0.0422122571,0.0610587206,0.0543451135,0.0415391326,0.0345634497,0.0320915962
"Car_8",0.0398734475,0.0411144242,0.0417696842,0.04180344,0.0420011035,0.0411146411,0.0420524381,0.0419478831,0.0440789224,0.0403971166,0.0424557382,0.0401747512,0.0405400069,0.0450215071,0.0398358017,0.0412151701,0.0415041332,0.0460549014,0.0402377674,0.0388960816,0.0458341703,0.0393679793,0.0788768643,0.0894741913,0.084390429,0.0882390415,0.069507967,0.058391489,0.0589181696,0.0585446808,0.0586255611,0.0448884172,0.0434679341,0.0397228063,0.086558754,0.2590465223,0.2628234444,0.277341658,0.2670664958,0.2821718654,0.2655825674,0.2566033862,1.482178236,1.4851942892,1.4875687679,0.176320924,0.1745475588,0.1754835195,0.2106627309,0.238659323,0.2252189598,0.1891279009,0.1922424332,0.1753360622,0.1889222731,0.185476422,0.1839206318,0.1907264078,0.1895489404,0.1700027194,0.1502137925,0.1365281657,0.1294583255,0.1073056447,0.1066969479,0.1160547284,0.0944707281,0.0946225152,0.0350360718,0.0319353517,0,0.0086551677,0.0056276612,0.0102976607,0.0071548377,0.03201817,0.0456784178,0.0522047217,0.0629095886,0.0641317346,0.0515587842,0.0704052477,0.0636916406,0.0508856597,0.0439099768,0.0414381233
"ES_8_1",0.0425319038,0.0437728805,0.0444281405,0.0444618963,0.0446595598,0.0437730974,0.0447108944,0.0446063394,0.0467373787,0.0430555729,0.0451141945,0.0428332075,0.0431984632,0.0476799634,0.042494258,0.0438736264,0.0441625895,0.0487133577,0.0428962237,0.0415545379,0.0484926266,0.0420264356,0.0815353206,0.0921326476,0.0870488853,0.0908974978,0.0721664233,0.0610499453,0.0615766259,0.0612031371,0.0612840174,0.0475468735,0.0461263904,0.0423812626,0.0892172103,0.2617049786,0.2654819007,0.2800001143,0.2697249521,0.2848303217,0.2682410237,0.2592618425,1.4848366923,1.4878527455,1.4902272242,0.1789793803,0.1772060151,0.1781419758,0.2133211872,0.2413177793,0.2278774161,0.1917863572,0.1949008895,0.1779945185,0.1915807294,0.1881348783,0.1865790881,0.1933848641,0.1922073967,0.1726611757,0.1528722488,0.139186622,0.1321167818,0.109964101,0.1093554042,0.1187131847,0.0971291844,0.0972809715,0.0376945281,0.034593808,0.0086551677,0,0.0075900043,0.0123779326,0.009813294,0.0346766263,0.0483368741,0.054863178,0.0655680449,0.0667901909,0.0542172405,0.073063704,0.0663500969,0.053544116,0.0465684331,0.0440965796
"SUI1_1",0.0395043973,0.040745374,0.041400634,0.0414343898,0.0416320533,0.0407455909,0.0416833879,0.0415788329,0.0437098722,0.0400280664,0.042086688,0.039805701,0.0401709567,0.0446524569,0.0394667515,0.0408461199,0.041135083,0.0456858512,0.0398687172,0.0385270314,0.0454651201,0.0389989291,0.0785078141,0.0891051411,0.0840213788,0.0878699913,0.0691389168,0.0580224388,0.0585491194,0.0581756306,0.0582565109,0.044519367,0.0430988839,0.0393537561,0.0861897038,0.2586774721,0.2624543942,0.2769726078,0.2666974456,0.2818028152,0.2652135172,0.256234336,1.4818091858,1.484825239,1.4871997177,0.1759518738,0.1741785086,0.1751144693,0.2102936807,0.2382902728,0.2248499096,0.1887588507,0.191873383,0.174967012,0.1885532229,0.1851073718,0.1835515816,0.1903573576,0.1891798902,0.1696336692,0.1498447423,0.1361591155,0.1290892753,0.1069365945,0.1063278977,0.1156856782,0.0941016779,0.094253465,0.0346670216,0.0315663015,0.0056276612,0.0075900043,0,0.0093504261,0.0067857875,0.0316491198,0.0453093676,0.0518356715,0.0625405384,0.0637626844,0.051189734,0.0700361975,0.0633225904,0.0505166095,0.0435409266,0.0410690731
"EScol7_10",0.0441743968,0.0454153735,0.0460706335,0.0461043893,0.0463020528,0.0454155904,0.0463533874,0.0462488324,0.0483798717,0.0446980659,0.0467566875,0.0444757005,0.0448409562,0.0493224564,0.044136751,0.0455161194,0.0458050825,0.0503558507,0.0445387167,0.0431970309,0.0501351196,0.0436689286,0.0831778136,0.0937751406,0.0886913783,0.0925399908,0.0738089163,0.0626924383,0.0632191189,0.0628456301,0.0629265104,0.0491893665,0.0477688834,0.0440237556,0.0908597033,0.2633474716,0.2671243937,0.2816426073,0.2713674451,0.2864728147,0.2698835167,0.2609043355,1.4864791853,1.4894952385,1.4918697172,0.1806218733,0.1788485081,0.1797844688,0.2149636802,0.2429602723,0.2295199091,0.1934288502,0.1965433825,0.1796370115,0.1932232224,0.1897773713,0.1882215811,0.1950273571,0.1938498897,0.1743036687,0.1545147418,0.140829115,0.1337592748,0.111606594,0.1109978972,0.1203556777,0.0987716774,0.0989234645,0.0393370211,0.036236301,0.0102976607,0.0123779326,0.0093504261,0,0.011455787,0.0363191193,0.0499793671,0.056505671,0.0672105379,0.0684326839,0.0558597335,0.074706197,0.0679925899,0.055186609,0.0482109261,0.0457390726
"EScol1_1",0.0395760358,0.0408170125,0.0414722725,0.0415060283,0.0417036918,0.0408172294,0.0417550264,0.0416504714,0.0437815107,0.0400997049,0.0421583265,0.0398773395,0.0402425952,0.0447240954,0.03953839,0.0409177584,0.0412067215,0.0457574897,0.0399403557,0.0385986699,0.0455367586,0.0390705676,0.0785794526,0.0891767796,0.0840930173,0.0879416298,0.0692105553,0.0580940773,0.0586207579,0.0582472691,0.0583281494,0.0445910055,0.0431705224,0.0394253946,0.0862613423,0.2587491106,0.2625260327,0.2770442463,0.2667690841,0.2818744537,0.2652851557,0.2563059745,1.4818808243,1.4848968775,1.4872713562,0.1760235123,0.1742501471,0.1751861078,0.2103653192,0.2383619113,0.2249215481,0.1888304892,0.1919450215,0.1750386505,0.1886248614,0.1851790103,0.1836232201,0.1904289961,0.1892515287,0.1697053077,0.1499163808,0.136230754,0.1291609138,0.107008233,0.1063995362,0.1157573167,0.0941733164,0.0943251035,0.0347386601,0.03163794,0.0071548377,0.009813294,0.0067857875,0.011455787,0,0.0317207583,0.0453810061,0.05190731,0.0626121769,0.0638343229,0.0512613725,0.070107836,0.0633942289,0.050588248,0.0436125651,0.0411407116
"ES6_1",0.0392952407,0.0405362174,0.0411914774,0.0412252332,0.0414228967,0.0405364343,0.0414742313,0.0413696763,0.0435007156,0.0398189098,0.0418775314,0.0395965444,0.0399618001,0.0444433003,0.0392575949,0.0406369633,0.0409259264,0.0454766946,0.0396595606,0.0383178748,0.0452559635,0.0387897725,0.0782986575,0.0888959845,0.0838122222,0.0876608347,0.0689297602,0.0578132822,0.0583399628,0.057966474,0.0580473543,0.0443102104,0.0428897273,0.0391445995,0.0859805472,0.2584683155,0.2622452376,0.2767634512,0.266488289,0.2815936586,0.2650043606,0.2560251794,1.4816000292,1.4846160824,1.4869905611,0.1757427172,0.173969352,0.1749053127,0.2100845241,0.2380811162,0.224640753,0.1885496941,0.1916642264,0.1747578554,0.1883440663,0.1848982152,0.183342425,0.190148201,0.1889707336,0.1694245126,0.1496355857,0.1359499589,0.1288801187,0.1067274379,0.1061187411,0.1154765216,0.0938925213,0.0940443084,0.034457865,0.0313571449,0.03201817,0.0346766263,0.0316491198,0.0363191193,0.0317207583,0,0.045100211,0.0516265149,0.0623313818,0.0635535278,0.0509805774,0.0698270409,0.0631134338,0.0503074529,0.04333177,0.0408599165
"IT18_2",0.0197605971,0.0210015738,0.0216568338,0.0216905896,0.0218882531,0.0210017907,0.0219395877,0.0218350327,0.023966072,0.0202842662,0.0223428878,0.0200619008,0.0204271565,0.0249086567,0.0197229513,0.0211023197,0.0213912828,0.025942051,0.020124917,0.0187832312,0.0257213199,0.0192551289,0.0681390603,0.0787363873,0.073652625,0.0775012375,0.058770163,0.047653685,0.0481803656,0.0478068768,0.0478877571,0.0341506132,0.0327301301,0.0289850023,0.0826003246,0.2550880929,0.258865015,0.2733832286,0.2631080664,0.278213436,0.261624138,0.2526449568,1.4782198066,1.4812358598,1.4836103385,0.1723624946,0.1705891294,0.1715250901,0.2067043015,0.2347008936,0.2212605304,0.1851694715,0.1882840038,0.1713776328,0.1849638437,0.1815179926,0.1799622024,0.1867679784,0.185590511,0.16604429,0.1462553631,0.1325697363,0.1254998961,0.1033472153,0.1027385185,0.112096299,0.0905122987,0.0906640858,0.0310776424,0.0363318907,0.0456784178,0.0483368741,0.0453093676,0.0499793671,0.0453810061,0.045100211,0,0.0320918713,0.0427967382,0.0440188842,0.0314459338,0.0502923973,0.0435787902,0.0307728093,0.0237971264,0.0213252729
"EScol2_2",0.0213715854,0.0226125621,0.0232678221,0.0233015779,0.0234992414,0.022612779,0.023550576,0.023446021,0.0255770603,0.0218952545,0.0239538761,0.0216728891,0.0220381448,0.026519645,0.0213339396,0.022713308,0.0230022711,0.0275530393,0.0217359053,0.0203942195,0.0273323082,0.0208661172,0.0746653642,0.0852626912,0.0801789289,0.0840275414,0.0652964669,0.0541799889,0.0547066695,0.0543331807,0.054414061,0.0406769171,0.039256434,0.0355113062,0.0891266285,0.2616143968,0.2653913189,0.2799095325,0.2696343703,0.2847397399,0.2681504419,0.2591712607,1.4847461105,1.4877621637,1.4901366424,0.1788887985,0.1771154333,0.178051394,0.2132306054,0.2412271975,0.2277868343,0.1916957754,0.1948103077,0.1779039367,0.1914901476,0.1880442965,0.1864885063,0.1932942823,0.1921168149,0.1725705939,0.152781667,0.1390960402,0.1320262,0.1098735192,0.1092648224,0.1186226029,0.0970386026,0.0971903897,0.0376039463,0.0428581946,0.0522047217,0.054863178,0.0518356715,0.056505671,0.05190731,0.0516265149,0.0320918713,0,0.0348725261,0.0360946721,0.0235217217,0.0423681852,0.0356545781,0.0228485972,0.0254081147,0.0229362612
"EScol8_1",0.0320764523,0.033317429,0.033972689,0.0340064448,0.0342041083,0.0333176459,0.0342554429,0.0341508879,0.0362819272,0.0326001214,0.034658743,0.032377756,0.0327430117,0.0372245119,0.0320388065,0.0334181749,0.033707138,0.0382579062,0.0324407722,0.0310990864,0.0380371751,0.0315709841,0.0853702311,0.0959675581,0.0908837958,0.0947324083,0.0760013338,0.0648848558,0.0654115364,0.0650380476,0.0651189279,0.051381784,0.0499613009,0.0462161731,0.0998314954,0.2723192637,0.2760961858,0.2906143994,0.2803392372,0.2954446068,0.2788553088,0.2698761276,1.4954509774,1.4984670306,1.5008415093,0.1895936654,0.1878203002,0.1887562609,0.2239354723,0.2519320644,0.2384917012,0.2024006423,0.2055151746,0.1886088036,0.2021950145,0.1987491634,0.1971933732,0.2039991492,0.2028216818,0.1832754608,0.1634865339,0.1498009071,0.1427310669,0.1205783861,0.1199696893,0.1293274698,0.1077434695,0.1078952566,0.0483088132,0.0535630615,0.0629095886,0.0655680449,0.0625405384,0.0672105379,0.0626121769,0.0623313818,0.0427967382,0.0348725261,0,0.0021812072,0.0141528914,0.0440567389,0.0373431318,0.0298822509,0.0361129816,0.0336411281
"EScol8_2",0.0332985983,0.034539575,0.035194835,0.0352285908,0.0354262543,0.0345397919,0.0354775889,0.0353730339,0.0375040732,0.0338222674,0.035880889,0.033599902,0.0339651577,0.0384466579,0.0332609525,0.0346403209,0.034929284,0.0394800522,0.0336629182,0.0323212324,0.0392593211,0.0327931301,0.0865923771,0.0971897041,0.0921059418,0.0959545543,0.0772234798,0.0661070018,0.0666336824,0.0662601936,0.0663410739,0.05260393,0.0511834469,0.0474383191,0.1010536414,0.2735414097,0.2773183318,0.2918365454,0.2815613832,0.2966667528,0.2800774548,0.2710982736,1.4966731234,1.4996891766,1.5020636553,0.1908158114,0.1890424462,0.1899784069,0.2251576183,0.2531542104,0.2397138472,0.2036227883,0.2067373206,0.1898309496,0.2034171605,0.1999713094,0.1984155192,0.2052212952,0.2040438278,0.1844976068,0.1647086799,0.1510230531,0.1439532129,0.1218005321,0.1211918353,0.1305496158,0.1089656155,0.1091174026,0.0495309592,0.0547852075,0.0641317346,0.0667901909,0.0637626844,0.0684326839,0.0638343229,0.0635535278,0.0440188842,0.0360946721,0.0021812072,0,0.0153750374,0.0452788849,0.0385652778,0.0311043969,0.0373351276,0.0348632741
"EScol9_1",0.0207256479,0.0219666246,0.0226218846,0.0226556404,0.0228533039,0.0219668415,0.0229046385,0.0228000835,0.0249311228,0.021249317,0.0233079386,0.0210269516,0.0213922073,0.0258737075,0.0206880021,0.0220673705,0.0223563336,0.0269071018,0.0210899678,0.019748282,0.0266863707,0.0202201797,0.0740194267,0.0846167537,0.0795329914,0.0833816039,0.0646505294,0.0535340514,0.054060732,0.0536872432,0.0537681235,0.0400309796,0.0386104965,0.0348653687,0.088480691,0.2609684593,0.2647453814,0.279263595,0.2689884328,0.2840938024,0.2675045044,0.2585253232,1.484100173,1.4871162262,1.4894907049,0.178242861,0.1764694958,0.1774054565,0.2125846679,0.24058126,0.2271408968,0.1910498379,0.1941643702,0.1772579992,0.1908442101,0.187398359,0.1858425688,0.1926483448,0.1914708774,0.1719246564,0.1521357295,0.1384501027,0.1313802625,0.1092275817,0.1086188849,0.1179766654,0.0963926651,0.0965444522,0.0369580088,0.0422122571,0.0515587842,0.0542172405,0.051189734,0.0558597335,0.0512613725,0.0509805774,0.0314459338,0.0235217217,0.0141528914,0.0153750374,0,0.0327059345,0.0259923274,0.0185314465,0.0247621772,0.0222903237
"IT16_2",0.0395721114,0.0408130881,0.0414683481,0.0415021039,0.0416997674,0.040813305,0.041751102,0.041646547,0.0437775863,0.0400957805,0.0421544021,0.0398734151,0.0402386708,0.044720171,0.0395344656,0.040913834,0.0412027971,0.0457535653,0.0399364313,0.0385947455,0.0455328342,0.0390666432,0.0928658902,0.1034632172,0.0983794549,0.1022280674,0.0834969929,0.0723805149,0.0729071955,0.0725337067,0.072614587,0.0588774431,0.05745696,0.0537118322,0.1073271545,0.2798149228,0.2835918449,0.2981100585,0.2878348963,0.3029402659,0.2863509679,0.2773717867,1.5029466365,1.5059626897,1.5083371684,0.1970893245,0.1953159593,0.19625192,0.2314311314,0.2594277235,0.2459873603,0.2098963014,0.2130108337,0.1961044627,0.2096906736,0.2062448225,0.2046890323,0.2114948083,0.2103173409,0.1907711199,0.170982193,0.1572965662,0.150226726,0.1280740452,0.1274653484,0.1368231289,0.1152391286,0.1153909157,0.0558044723,0.0610587206,0.0704052477,0.073063704,0.0700361975,0.074706197,0.070107836,0.0698270409,0.0502923973,0.0423681852,0.0440567389,0.0452788849,0.0327059345,0,0.0309892923,0.03737791,0.0436086407,0.0411367872
"Port4_2",0.0328585043,0.034099481,0.034754741,0.0347884968,0.0349861603,0.0340996979,0.0350374949,0.0349329399,0.0370639792,0.0333821734,0.035440795,0.033159808,0.0335250637,0.0380065639,0.0328208585,0.0342002269,0.03448919,0.0390399582,0.0332228242,0.0318811384,0.0388192271,0.0323530361,0.0861522831,0.0967496101,0.0916658478,0.0955144603,0.0767833858,0.0656669078,0.0661935884,0.0658200996,0.0659009799,0.052163836,0.0507433529,0.0469982251,0.1006135474,0.2731013157,0.2768782378,0.2913964514,0.2811212892,0.2962266588,0.2796373608,0.2706581796,1.4962330294,1.4992490826,1.5016235613,0.1903757174,0.1886023522,0.1895383129,0.2247175243,0.2527141164,0.2392737532,0.2031826943,0.2062972266,0.1893908556,0.2029770665,0.1995312154,0.1979754252,0.2047812012,0.2036037338,0.1840575128,0.1642685859,0.1505829591,0.1435131189,0.1213604381,0.1207517413,0.1301095218,0.1085255215,0.1086773086,0.0490908652,0.0543451135,0.0636916406,0.0663500969,0.0633225904,0.0679925899,0.0633942289,0.0631134338,0.0435787902,0.0356545781,0.0373431318,0.0385652778,0.0259923274,0.0309892923,0,0.0306643029,0.0368950336,0.0344231801
"F20_1",0.0200525234,0.0212935001,0.0219487601,0.0219825159,0.0221801794,0.021293717,0.022231514,0.022126959,0.0242579983,0.0205761925,0.0226348141,0.0203538271,0.0207190828,0.025200583,0.0200148776,0.021394246,0.0216832091,0.0262339773,0.0204168433,0.0190751575,0.0260132462,0.0195470552,0.0733463022,0.0839436292,0.0788598669,0.0827084794,0.0639774049,0.0528609269,0.0533876075,0.0530141187,0.053094999,0.0393578551,0.037937372,0.0341922442,0.0878075665,0.2602953348,0.2640722569,0.2785904705,0.2683153083,0.2834206779,0.2668313799,0.2578521987,1.4834270485,1.4864431017,1.4888175804,0.1775697365,0.1757963713,0.176732332,0.2119115434,0.2399081355,0.2264677723,0.1903767134,0.1934912457,0.1765848747,0.1901710856,0.1867252345,0.1851694443,0.1919752203,0.1907977529,0.1712515319,0.151462605,0.1377769782,0.130707138,0.1085544572,0.1079457604,0.1173035409,0.0957195406,0.0958713277,0.0362848843,0.0415391326,0.0508856597,0.053544116,0.0505166095,0.055186609,0.050588248,0.0503074529,0.0307728093,0.0228485972,0.0298822509,0.0311043969,0.0185314465,0.03737791,0.0306643029,0,0.0240890527,0.0216171992
"Beij_1_2",0.0065243445,0.0087705604,0.0094258204,0.0094595762,0.0096572397,0.0087707773,0.0097085743,0.0096040193,0.0117350586,0.0080532528,0.0101118744,0.0078308874,0.0081961431,0.0126776433,0.0074919379,0.0088713063,0.0091602694,0.0137110376,0.0078939036,0.0065522178,0.0134903065,0.0070241155,0.0663706193,0.0769679463,0.071884184,0.0757327965,0.057001722,0.045885244,0.0464119246,0.0460384358,0.0461193161,0.0323821722,0.0309616891,0.0272165613,0.0808318836,0.2533196519,0.257096574,0.2716147876,0.2613396254,0.276444995,0.259855697,0.2508765158,1.4764513656,1.4794674188,1.4818418975,0.1705940536,0.1688206884,0.1697566491,0.2049358605,0.2329324526,0.2194920894,0.1834010305,0.1865155628,0.1696091918,0.1831954027,0.1797495516,0.1781937614,0.1849995374,0.18382207,0.164275849,0.1444869221,0.1308012953,0.1237314551,0.1015787743,0.1009700775,0.110327858,0.0887438577,0.0888956448,0.0293092014,0.0345634497,0.0439099768,0.0465684331,0.0435409266,0.0482109261,0.0436125651,0.04333177,0.0237971264,0.0254081147,0.0361129816,0.0373351276,0.0247621772,0.0436086407,0.0368950336,0.0240890527,0,0.0057179103
"F15_2",0.004052491,0.0062987069,0.0069539669,0.0069877227,0.0071853862,0.0062989238,0.0072367208,0.0071321658,0.0092632051,0.0055813993,0.0076400209,0.0053590339,0.0057242896,0.0102057898,0.0050200844,0.0063994528,0.0066884159,0.0112391841,0.0054220501,0.0040803643,0.011018453,0.004552262,0.0638987658,0.0744960928,0.0694123305,0.073260943,0.0545298685,0.0434133905,0.0439400711,0.0435665823,0.0436474626,0.0299103187,0.0284898356,0.0247447078,0.0783600301,0.2508477984,0.2546247205,0.2691429341,0.2588677719,0.2739731415,0.2573838435,0.2484046623,1.4739795121,1.4769955653,1.479370044,0.1681222001,0.1663488349,0.1672847956,0.202464007,0.2304605991,0.2170202359,0.180929177,0.1840437093,0.1671373383,0.1807235492,0.1772776981,0.1757219079,0.1825276839,0.1813502165,0.1618039955,0.1420150686,0.1283294418,0.1212596016,0.0991069208,0.098498224,0.1078560045,0.0862720042,0.0864237913,0.0268373479,0.0320915962,0.0414381233,0.0440965796,0.0410690731,0.0457390726,0.0411407116,0.0408599165,0.0213252729,0.0229362612,0.0336411281,0.0348632741,0.0222903237,0.0411367872,0.0344231801,0.0216171992,0.0057179103,0
